customerid,country,total_amount,avg_check,top_product_1,top_product_2,top_product_3,top_product_4,top_product_5,top_product_6,top_product_7,2010_12,2011_1,2011_10,2011_11,2011_12,2011_2,2011_3,2011_4,2011_5,2011_6,2011_7,2011_8,2011_9
15861,United Kingdom,3165.3599999999988,395.67,22827,22197,22720,22189,23310,22383,22740,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
13072,United Kingdom,177.15000000000003,177.15,22084,22961,22138,-,22934,22993,22139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15695,United Kingdom,409.98,204.99,22423,84879,22902,22148,-,22555,-,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14110,United Kingdom,5683.149999999999,473.6,21137,22041,82001S,22413,47566,82582,23426,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
14059,United Kingdom,183.60000000000002,183.6,22262,22630,-,-,22554,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16672,United Kingdom,8134.94,406.75,22467,22726,22727,22781,22729,22635,22725,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0
16511,United Kingdom,950.2599999999995,316.75,22492,22139,21735,23414,22505,21056,-,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16256,United Kingdom,752.4300000000001,752.43,-,22088,-,22499,-,21078,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13591,United Kingdom,1117.13,372.38,22423,21843,23056,23211,22960,22071,-,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14066,United Kingdom,152.55,152.55,21340,22822,21547,-,22303,-,21877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15483,United Kingdom,233.80999999999997,58.45,22969,17003,22181,15034,22636,85169A,22609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
16626,United Kingdom,4413.100000000002,259.59,21326,22485,22627,21137,22624,21686,21417,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0
15019,United Kingdom,265.99999999999994,266.0,21064,-,22626,85106,22635,22138,22900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18270,United Kingdom,283.15,141.57,23042,84968C,23041,-,23323,21316,22980,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14315,United Kingdom,2481.129999999999,413.52,48129,22386,22302,48194,22303,22300,-,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
17921,United Kingdom,826.5200000000001,206.63,22178,85123A,23077,21756,21043,21175,84580,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14041,United Kingdom,141.41000000000003,141.41,84375,47591D,21485,71053,20992,84536B,22720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17060,United Kingdom,234.24,234.24,84978,22335,21693,-,84946,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16023,United Kingdom,719.8099999999998,239.94,22061,21115,21625,-,21217,-,-,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
17133,United Kingdom,4892.240000000001,698.89,82582,85123A,47566,23300,-,22465,84755,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
12878,United Kingdom,854.9899999999998,427.49,21155,-,-,21668,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14155,United Kingdom,118.75,118.75,15044D,-,-,15056BL,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17043,United Kingdom,1735.1799999999998,433.79,22423,79000,22636,84755,22796,23103,21689,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13046,United Kingdom,629.3099999999998,314.65,22826,82484,22297,84879,22423,23215,22581,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14633,United Kingdom,344.90000000000003,344.9,22170,22173,-,22634,-,22499,21693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12948,United Kingdom,2064.9500000000003,294.99,22734,22144,22149,20969,-,22274,20726,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
15703,United Kingdom,211.5,211.5,22499,22084,21586,21626,22993,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14071,United Kingdom,1438.820000000002,179.85,22084,23284,21381,-,23553,-,-,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17134,United Kingdom,425.0,212.5,72802C,22766,22443,22768,22170,72802B,22167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17795,United Kingdom,350.38999999999993,175.19,84375,22620,85214,22847,23238,22332,21829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12902,United Kingdom,138.68,138.68,21164,22191,22848,-,-,21877,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16444,United Kingdom,654.6700000000002,163.67,22197,22086,85123A,23320,22693,23068,23077,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14232,United Kingdom,2048.07,409.61,84212,22470,23310,20726,-,21562,-,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
14693,United Kingdom,172.9,172.9,22423,85123A,21172,22672,82494L,21313,21137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12407,Belgium,1708.12,341.62,POST,23077,84536B,23159,21108,48185,37448,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
16728,United Kingdom,1054.67,263.67,82486,22467,21745,22362,23112,15036,-,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16096,United Kingdom,320.62,320.62,22823,22776,85099C,20750,22467,-,21866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13985,United Kingdom,7060.1300000000065,470.68,22379,20914,22139,85099B,21559,22381,23256,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0
13592,United Kingdom,247.95999999999998,61.99,21843,15036,15056BL,-,22847,20969,-,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
15140,United Kingdom,2354.2500000000005,336.32,23300,84755,23301,22840,22734,-,71459,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
12843,United Kingdom,1702.2600000000002,212.78,47566,20718,23298,22851,21621,47566B,85099C,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0
14408,United Kingdom,2606.53,372.36,21166,21175,21181,85152,82582,-,21165,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
15408,United Kingdom,267.18000000000006,267.18,21637,22171,22797,22606,-,21523,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15445,United Kingdom,113.50000000000001,113.5,22856,22423,22857,22487,22957,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14205,United Kingdom,466.70000000000005,233.35,21524,23283,-,22865,-,23582,23300,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15452,United Kingdom,538.73,179.58,23192,85123A,23322,21832,-,22633,-,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14223,United Kingdom,991.13,330.38,22423,22720,23243,82551,-,20685,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
16619,United Kingdom,226.20999999999998,226.21,22960,22502,22493,22558,22427,22147,20846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14762,United Kingdom,300.52000000000004,300.52,20727,22560,22492,22371,-,21934,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13934,United Kingdom,922.1,922.1,22960,20749,22744,22607,84580,22233,22457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15669,United Kingdom,684.34,171.09,23084,23245,23328,22423,23169,23087,23164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16384,United Kingdom,584.4999999999999,292.25,20828,22423,22776,-,-,23170,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18224,United Kingdom,158.95000000000002,158.95,84665,21624,22087,-,-,22178,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14245,United Kingdom,1693.4499999999994,846.72,-,22558,-,21584,22722,22978,84849D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
17678,United Kingdom,298.11,298.11,22434,21876,-,21174,-,22084,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15855,United Kingdom,712.2399999999998,142.45,47566,22355,-,22449,23205,23084,22450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
17204,United Kingdom,1564.5600000000004,391.14,22957,-,20914,22933,22849,21121,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
16036,United Kingdom,758.9199999999998,379.46,21833,22969,17084R,23076,-,82483,72741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17763,United Kingdom,15.0,15.0,75049L,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13262,United Kingdom,200.29,200.29,22169,22560,22654,22328,22171,22652,84879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17152,United Kingdom,1689.5,563.17,47590A,-,22128,21463,22938,21464,21213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
14632,United Kingdom,114.55999999999999,114.56,47566,22386,21395,20685,21243,-,21239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13900,United Kingdom,740.9499999999997,246.98,22084,22297,-,84879,21174,23107,22349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
14875,United Kingdom,1465.3200000000002,732.66,22499,84078A,22961,23094,22084,23298,22083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15132,United Kingdom,977.9300000000002,195.59,22090,22851,85123A,22910,21733,-,22865,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
17272,United Kingdom,2148.63,537.16,23284,22139,22138,22622,22617,21890,22623,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16135,United Kingdom,517.55,517.55,22423,-,21181,-,22557,-,21260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12831,United Kingdom,215.04999999999998,215.05,22078,84970L,84970S,85066,22457,22082,22639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15437,United Kingdom,200.15999999999997,200.16,21108,21625,22926,22752,-,22442,22281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14711,United Kingdom,2868.799999999998,260.8,22826,22827,22823,84879,21524,22197,23284,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0
14377,United Kingdom,617.05,308.52,21340,22784,22791,22178,-,22824,82494L,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16374,United Kingdom,473.02999999999963,236.51,21844,84879,22499,23407,85066,23320,22487,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13196,United Kingdom,1797.7799999999997,449.44,22139,22910,22568,-,84078A,22273,-,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16809,United Kingdom,914.6899999999997,182.94,-,23199,-,23206,23209,23202,22662,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
15457,United Kingdom,237.07000000000008,237.07,22776,47566,72803A,-,21136,-,72819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12613,Germany,3344.3799999999974,668.88,POST,22467,22326,22554,22720,22328,22556,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
16721,United Kingdom,292.46999999999997,292.47,21145,22295,21696,85169A,21135,21794,22078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12399,Belgium,1108.65,277.16,20725,POST,22492,23298,-,21212,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
17733,United Kingdom,692.1899999999998,346.09,23414,84978,22427,21314,84946,22865,-,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17102,United Kingdom,25.5,25.5,22236,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15410,United Kingdom,3450.8400000000006,431.36,47566,22084,22423,23163,22699,23092,23174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
13239,United Kingdom,329.56,329.56,22223,85159A,-,37342,21398,-,22558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15449,United Kingdom,974.5200000000001,324.84,84375,22138,22139,21937,84755,21559,21714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14870,United Kingdom,327.25,327.25,82484,47566,21658,21181,22672,22667,22961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13821,United Kingdom,385.64000000000004,192.82,22424,22626,21745,22428,22429,79321,22725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
17096,United Kingdom,1022.1300000000002,255.53,22796,22784,23409,22768,22770,21485,-,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12604,France,254.17999999999992,127.09,47591D,21122,22138,POST,21210,21156,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12818,Austria,1542.0800000000002,1542.08,POST,22582,-,21918,22139,22546,22846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18191,United Kingdom,207.79999999999998,207.8,84945,-,23049,-,71459,84970S,20733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14461,United Kingdom,2103.0599999999995,701.02,84879,21136,90062,23173,-,23164,23075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13132,United Kingdom,77.3,77.3,21137,22168,22041,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16859,United Kingdom,747.8100000000003,373.91,23064,20974,22492,21495,-,21640,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15245,United Kingdom,2515.8400000000015,838.61,22457,22456,22488,22741,20914,21917,22328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17411,United Kingdom,778.94,259.65,79321,23108,22807,23050,23411,23043,23356,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17486,United Kingdom,396.87000000000006,396.87,21903,-,21169,22767,-,22551,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16308,United Kingdom,2560.0,640.0,16014,-,-,-,-,-,-,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
12564,France,456.9,456.9,POST,23007,-,22629,-,-,21707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14607,United Kingdom,16569.5,1183.54,84347,23064,23056,M,21931,-,22086,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13249,United Kingdom,711.4099999999999,237.14,21232,22055,23427,23408,71459,23148,21741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
15644,United Kingdom,813.0,203.25,22781,22467,22960,22652,23079,23179,21558,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
14075,United Kingdom,942.2599999999999,314.09,23084,20749,21833,22139,22906,-,23077,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17250,United Kingdom,384.51999999999987,192.26,23490,21621,22423,21473,22796,47566,21324,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17966,United Kingdom,1098.43,219.69,-,16161P,-,21495,-,22047,16169E,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
14129,United Kingdom,1123.8599999999997,224.77,23126,-,22585,23040,22993,-,23077,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
15651,United Kingdom,646.3000000000002,215.43,23084,21116,22371,23077,22900,22568,22616,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13035,United Kingdom,921.8800000000002,460.94,22086,21207,22149,21679,22147,20971,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17644,United Kingdom,2895.6400000000003,263.24,23203,23298,23202,47566,22558,23284,23118,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0
13341,United Kingdom,775.85,775.85,22424,22960,22629,-,21218,-,72760B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13512,United Kingdom,251.20999999999995,251.21,21232,21136,-,15056N,-,-,22265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16620,United Kingdom,178.96000000000004,89.48,22487,-,23199,-,-,20682,-,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17698,United Kingdom,154.95000000000002,154.95,22693,21043,22076,-,22498,22961,85178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14267,United Kingdom,1516.2399999999998,505.41,22423,22960,22061,-,22961,22720,22055,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
13736,United Kingdom,731.8999999999996,365.95,22846,22854,22626,37449,22934,22847,-,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12434,Australia,806.1399999999999,403.07,22786,23328,48138,20749,-,22128,22785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16022,United Kingdom,628.2800000000001,628.28,22852,22853,20705,84796A,22191,-,84548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14235,United Kingdom,3144.8599999999997,628.97,85099B,-,22469,22722,23203,21390,22720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
16769,United Kingdom,380.3899999999999,380.39,22283,22501,85123A,85066,21115,22120,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17754,United Kingdom,1772.2599999999998,354.45,85099B,84029E,22386,23355,84030E,22263,17091J,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12408,Belgium,2888.550000000001,577.71,POST,22630,22328,22629,22326,22727,22725,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
16063,United Kingdom,335.32000000000005,335.32,22418,22273,22621,-,-,22371,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15178,United Kingdom,40.5,40.5,85099F,20717,20723,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14348,United Kingdom,409.57,409.57,22171,21108,84945,22487,-,22077,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15815,United Kingdom,2100.6,420.12,21914,-,21888,-,21790,23077,20978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
13695,United Kingdom,2504.1299999999987,166.94,22178,47566,84947,84978,84879,22791,22457,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0
17979,United Kingdom,757.7099999999998,189.43,84347,11001,21696,-,23082,-,22439,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
13139,United Kingdom,5064.940000000003,723.56,85099B,23284,20713,22386,-,23199,-,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
12545,Spain,1000.3899999999999,500.19,POST,-,21974,-,22221,21211,21122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14758,United Kingdom,1484.0599999999997,371.01,22180,21843,22303,22767,85066,22764,22304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
14536,United Kingdom,171.79999999999998,171.8,22423,22168,21294,22829,-,22138,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13662,United Kingdom,897.7600000000001,299.25,23207,23184,22549,22941,-,23007,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
17946,United Kingdom,149.58,74.79,22782,22829,85194L,21389,22089,-,20713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13743,United Kingdom,1341.5999999999997,191.66,22492,84077,22561,22560,22493,21891,23188,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0
18078,United Kingdom,336.12999999999994,168.06,22699,23052,21201,22412,21682,84212,22088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16780,United Kingdom,425.19,212.59,22297,71477,21730,-,84755,22771,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18273,United Kingdom,204.0,68.0,79302M,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15045,United Kingdom,735.66,367.83,22171,22423,22762,37449,21735,22169,21359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
17625,United Kingdom,2047.0000000000005,511.75,21042,47567B,22086,22283,23355,22189,47591D,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13357,United Kingdom,609.9499999999998,609.95,22741,22607,22969,22960,22606,22722,21108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16777,United Kingdom,226.35,113.17,85123A,15058B,22165,21755,22120,-,22086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14476,United Kingdom,215.70000000000002,215.7,21390,22477,85061W,-,22499,22241,85123A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13481,United Kingdom,1804.5599999999995,360.91,23203,22386,23076,23201,22741,85099B,23209,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
16245,United Kingdom,1413.6600000000005,471.22,84978,22824,21380,-,23320,23228,21533,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13266,United Kingdom,3834.2599999999998,319.52,20992,22383,85132C,22993,21394,23298,22418,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
12669,France,2744.0300000000007,914.68,M,POST,22328,22303,22960,22629,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12792,Portugal,400.53999999999996,400.54,POST,22285,-,22667,-,21210,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17765,United Kingdom,371.8799999999999,123.96,23240,22692,23099,23165,23203,23082,23020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
15083,United Kingdom,88.2,88.2,22969,22138,72741,84796A,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18010,United Kingdom,174.79999999999998,174.8,22825,21894,22849,22526,22776,-,22082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15249,United Kingdom,6688.460000000005,514.5,47566,23298,22383,22112,23313,20728,-,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0
